,group,pooled_FE,Q,df,p,I2 (%)
0,"('ASO_SPF', 'ASO_SPF-Fp')",0.45634611790548407,0.008109140529594149,1,0.9282468729098918,0.0
1,"('WT_SPF', 'ASO_SPF')",-0.8166505946640951,0.9682332335583416,1,0.3251212009205371,0.0
2,"('WT_SPF', 'ASO_SPF-Fp')",-0.3165299123761133,0.008605882585877498,1,0.9260879560290328,0.0
