,group,pooled_FE,Q,df,p,I2 (%)
0,"('ASO_SPF', 'ASO_SPF-Fp')",0.6287428155198289,1.503285009357533,1,0.22016660061718485,33.479014706108494
1,"('WT_SPF', 'ASO_SPF')",-0.7618702953097859,3.4909562003617207,1,0.061704934123387956,71.35455323397115
2,"('WT_SPF', 'ASO_SPF-Fp')",-0.2068851345750413,0.007559857613803741,1,0.9307132892753556,0.0
