,group,pooled_FE,Q,df,p,I2 (%)
0,"('ASO_SPF', 'ASO_SPF-Fp')",-0.19679226270271824,1.0389821100554408,1,0.3080583243819548,3.7519519997664563
1,"('WT_SPF', 'ASO_SPF')",-0.5720199596859525,0.6508799182345264,1,0.4197982614258948,0.0
2,"('WT_SPF', 'ASO_SPF-Fp')",-0.6494799820202428,0.06859468357177163,1,0.7933940156631202,0.0
