,mu,sigma
0,1.7671051094261687,0.26874316967997963
1,1.8863583107186328,0.24681437476332505
2,1.7414674756160973,0.2954500591462781
3,1.7647551971439586,0.3397118395580628
4,1.73400805761688,0.3122373450438063
5,1.7156139286017513,0.23029828767994082
6,1.8413063316737428,0.2008359687005422
7,1.8418448165937384,0.2926126066258131
8,1.7826066676695427,0.27589993792749423
9,1.8196068169298198,0.22545155261129377
10,1.6948981309792623,0.2783159055080007
11,1.7567855034382758,0.24306046959315275
12,1.6239144144854045,0.24238148447916116
13,1.7753807695203159,0.2627127778044521
14,1.8480408642659731,0.34457781438570634
15,1.823267153209534,0.2842521306786832
16,1.8311976259978402,0.18306300082247057
17,1.7337242460150326,0.27899252081816533
18,1.754397292788235,0.22982849249265305
19,1.7514413623053937,0.2391380998833518
20,1.7410491376738388,0.32690893049433395
21,1.7051862650500567,0.1928982080502659
22,1.7671824925432271,0.3853871822635273
23,1.7706507247849643,0.3218075267263275
24,1.7619317158990209,0.39513276656571145
25,1.775255707170085,0.2583378241766236
26,1.7521426867074077,0.2309688268239343
27,1.8446504142675335,0.27349398371355177
28,1.7564996142957592,0.3123893325391715
29,1.811313195593281,0.34272862693660827
30,1.766284258260656,0.25653705222611267
31,1.867897561576459,0.31413576967457
32,1.6275971794913102,0.3382382440294408
33,1.7112207723151864,0.21855781943129385
34,1.727220028148256,0.29368288736510667
35,1.7613891850698922,0.15419548504269004
36,1.753258515018403,0.2503307985063492
37,1.7844716548216726,0.28717032142230886
38,1.6747168958015684,0.30628271944203583
39,1.88208189669243,0.24653229873866472
40,1.5929503894186983,0.296434912000088
41,1.6649749793583242,0.3050809063635013
42,1.8642445872896236,0.22184709143432196
43,1.7963974121620148,0.3534891003618444
44,1.8508060186946038,0.35527430968674467
45,1.7653028284957801,0.29103658675973915
46,1.7602286779136334,0.29122833925129626
47,1.7706156867629421,0.263550484714301
48,1.8862715249918105,0.3143723681255671
49,1.6809153413578226,0.25281562560908405
50,1.8925680681360533,0.2744237358022052
51,1.6781291200045574,0.31340834239124293
52,1.7118270103528612,0.2408779712974794
53,1.7737671642062702,0.2837927482044077
54,1.6007341527996866,0.2867359872722675
55,1.646551810327297,0.2118869811804834
56,1.6939643998332174,0.27860750786789196
57,1.8068902102868265,0.20912332500974046
58,1.7796552757974262,0.3293210170914572
59,1.6428853930264151,0.23060854210245174
60,1.7839556656467785,0.201307706879943
61,1.7751470350886276,0.2558780383395756
62,1.7783050311640343,0.18708760741243077
63,1.7989353939312274,0.28277247874080974
64,1.7598629273009185,0.1667316030592238
65,1.7612802905418072,0.36300122966007864
66,1.8005660660105485,0.2600539513695447
67,1.8043121780619824,0.3272610848862689
68,1.8939808035738046,0.2309838084846441
69,1.7090986959292724,0.27153218680382063
70,1.785049961621505,0.31299996376098077
71,1.8053033702038634,0.25937384777364164
72,1.8585071845408174,0.2044683892841355
73,1.674740219598122,0.2937134035640788
74,1.8939547035070978,0.21387934996918895
75,1.8339114318646368,0.2597179027746663
