,group,pooled_FE,Q,df,p,I2 (%)
0,"('ASO_SPF', 'ASO_SPF-Fp')",0.6070422941272571,0.4581923629212521,1,0.49846998861175307,0.0
1,"('WT_SPF', 'ASO_SPF')",-0.979294564003488,0.6143242811340999,1,0.433164272091345,0.0
2,"('WT_SPF', 'ASO_SPF-Fp')",-0.5130006281675195,3.418826963633371,1,0.06445679891931055,70.75020143934847
