,mu,sigma,omega
0,1.4282597482326371,0.29346037532575725,0.9999999683533624
1,1.364735867374672,0.320454208092731,0.9999999683533624
2,1.33602293666673,0.37504189446084313,0.9999999683533624
3,1.453288010528189,0.3111748172460916,0.9999999683533624
4,1.374959081914666,0.28804598724495084,0.9999999683533624
5,1.4074682385009227,0.35675571360492253,0.9999999683533624
6,1.3369682943382835,0.2729216738534271,0.9999999683533624
7,1.3497172329660683,0.385256708719909,0.9999999683533624
8,1.465457707884675,0.3341089136588377,0.9999999683533624
9,1.191894583731041,0.309283074814376,0.9999999683533624
10,1.503658567769316,0.3481941301972887,0.9999999683533624
11,1.439974081952002,0.3117512909602333,0.9999999683533624
12,1.5284676100439683,0.37240031977730303,0.9999999683533624
13,1.3463933106359165,0.35718718341052985,0.9999999683533624
14,1.5371726942065818,0.3869191398436256,0.9999999683533624
15,1.4578704619751408,0.35238499845786314,0.9999999683533624
16,1.4366418129966976,0.36807495441957416,0.9999999683533624
17,1.4693795100612708,0.34511404713602795,0.9999999683533624
18,1.5629037275128663,0.3519726897418881,0.9999999683533624
19,1.3845206826142644,0.36045686197123306,0.9999999683533624
20,1.4073455457501594,0.3888974736587081,0.9999999683533624
21,1.3295112518841319,0.22403773469195512,0.9999999683533624
22,1.5067744373160583,0.3176046901873686,0.9999999683533624
23,1.4281934161711078,0.3370093626969813,0.9999999683533624
24,1.5216802396235312,0.4078823932784349,0.9999999683533624
25,1.435156044467057,0.3382080502340682,0.9999999683533624
26,1.3949524098604456,0.2991955859462439,0.9999999683533624
27,1.453598755427053,0.3450574789499166,0.9999999683533624
28,1.4090615251687788,0.29166222456034413,0.9999999683533624
29,1.5335603339773813,0.3423685747669689,0.9999999683533624
30,1.5333617709613339,0.31410078714702244,0.9999999683533624
31,1.458183797006132,0.3559458989623625,0.9999999683533624
32,1.5447503267580855,0.3278541784022414,0.9999999683533624
33,1.374061333906992,0.3457754553285498,0.9999999683533624
34,1.3960905380774205,0.30791093489056953,0.9999999683533624
35,1.3303395292069435,0.3389264117152245,0.9999999683533624
36,1.3434139144579575,0.25988094975787057,0.9999999683533624
37,1.4056663853509457,0.3102675547422845,0.9999999683533624
38,1.4346014995207785,0.2996917528424098,0.9999999683533624
39,1.4619882284683599,0.2662351178491295,0.9999999683533624
40,1.4803954621356867,0.35964676231176074,0.9999999683533624
41,1.3838380803572992,0.3702122071044138,0.9999999683533624
