,group,pooled_FE,Q,df,p,I2 (%)
0,"('ASO_SPF', 'ASO_SPF-Fp')",0.0424834882516409,1.5718841204881533,1,0.2099336046031136,36.38207887172707
1,"('WT_SPF', 'ASO_SPF')",0.1335094400332696,0.9415795367123725,1,0.33187195603357955,0.0
2,"('WT_SPF', 'ASO_SPF-Fp')",0.15540686100224027,0.0036649940459485665,1,0.9517262005455478,0.0
