,mu,sigma
0,1.220411473181848,0.4048059894469654
1,1.3020524570987209,0.3910644935801184
2,1.1193528110843751,0.28389405931282463
3,1.2078400733807892,0.32633964817758127
4,0.9841898382647007,0.4601921411469006
5,1.3285824112004698,0.3508924832240441
6,1.2689200161471692,0.35348127821834574
7,1.3513154674135004,0.4361372085172778
8,1.0483907749731418,0.3024507653801139
9,1.1678476502557809,0.576232959579621
10,1.225431899666349,0.5388974623147416
11,1.3418690142440448,0.2632711587219689
12,1.306598496170504,0.5479080480955137
13,1.0665702835210047,0.38075900967855675
14,0.8561126332070281,0.4554160952521971
15,1.2110145745853376,0.4734112336554574
16,1.1098510414420637,0.5343825704138555
17,1.4619898763318129,0.39629681001404504
18,1.1263557097211818,0.351903920681843
19,1.2284127205560407,0.5883710051450189
20,1.0681708792702278,0.36569953698096874
21,1.174917528293768,0.442653655910397
22,1.1424335608190361,0.2871721270662161
23,1.1448183411765298,0.39742938713904014
24,1.204427389736302,0.4809166879072636
25,1.1254252773927762,0.25428470253286106
26,1.0706489221958164,0.5406118891624667
27,1.4111824022041446,0.5366670699588297
28,1.4192643102590596,0.561179940515392
29,1.1351232032261234,0.3384959334430665
30,1.160797518780804,0.26147857724617835
31,1.2047229339864192,0.3967448512892486
32,1.3306749386158425,0.4463105224374073
33,0.9297823724393746,0.4460153045185226
34,1.2787907779888559,0.2914949872777646
35,1.004639951047165,0.22886697910991058
36,0.9271336193031239,0.5571283450703491
37,1.157273458250783,0.3139115309057664
38,1.1628874308063217,0.41275450408788406
39,0.9978103542620596,0.2976425000074452
40,1.1655855202462275,0.244223721363762
41,1.0108224130091266,0.4292904593769776
42,0.9990673027967525,0.3509534293544455
43,1.213579203878217,0.4885746016209488
44,1.0641634209411535,0.27742100815601684
45,1.1636964538811987,0.33166026345467353
46,1.305218788029014,0.6994469768334883
47,1.3233869458141365,0.38272554979471907
48,1.232183051979233,0.36085788952970865
49,1.2985234412123603,0.30496663640070226
50,1.128949502460084,0.3383492957743923
51,1.2159544704487277,0.27612687795170693
52,1.1548443970902715,0.34874760914659336
53,1.3146035661089381,0.42804574560614206
54,1.142515113318628,0.5077064572283072
55,1.1067643709129724,0.2795428913933342
56,1.0128421160593752,0.3753463312649684
57,1.181439801244753,0.30670018069750793
58,1.0430984848311264,0.5258099922929664
59,1.014797918680232,0.42713424975969955
60,1.15844776669646,0.2996069063739457
61,1.2938070147749463,0.2396416870615264
62,1.2813375774296982,0.4629748183871442
63,1.2184797050935228,0.29356853780425135
64,1.138059420721607,0.35381634068241324
65,1.1571497952998175,0.34052847525444363
66,1.1917316884738927,0.3666591877259722
67,1.1111879166316172,0.5082376971454093
68,1.2534487802681225,0.5098440941624754
69,0.9138565076670286,0.5351020960931052
70,1.1953286301154094,0.3578567391849767
71,1.024214402046213,0.3619391246924906
72,0.9738919451692235,0.24018779486935973
73,0.935551482635536,0.2957500022988555
74,0.9692365918997863,0.23055645726458507
75,1.276035201922265,0.45148104081992363
76,1.4923242542926414,0.3721710839999811
77,1.2994086362434383,0.3250694132874655
78,1.144434547412735,0.4033702382287136
79,1.1486233208091752,0.32057015432450975
80,1.4111711603659085,0.450642158208055
81,1.2276225087682942,0.43745806029405937
82,1.314525080253861,0.2588944252470477
83,1.2464022950268847,0.5361717507054063
84,1.0079309098977947,0.4281022394778525
85,1.2423348482275005,0.3235461545352369
86,0.8469442945705447,0.4743564568410407
87,1.0284325946391075,0.475274050751917
88,1.0056996779445277,0.37284084974978987
89,1.0980653798561864,0.4976303175941092
90,0.7812068519359656,0.43451352930782966
91,1.1384147961833413,0.3289078135119758
92,1.3536555973350186,0.3869096784882939
93,1.1135020940364706,0.26721851546150666
94,1.1258014156982776,0.5692658289040748
95,1.3614589168727205,0.48215503066098087
96,1.267530451146285,0.3121595827492677
97,0.8446439825315911,0.32095917671106083
98,1.185721950708371,0.2810551231810963
99,1.2572252458067084,0.3547285394624769
100,1.0729457217677,0.5270323265280066
101,0.950436698954603,0.2934816842406973
102,1.1907952663105172,0.39683534331710113
103,1.250992061529717,0.30900197971199256
104,1.0094832353608134,0.4138193320403022
105,1.1816365140598686,0.30970242295540445
106,0.8984983373414801,0.3695262049531954
107,1.2087344551326775,0.5099784496806335
108,0.9912649935089473,0.45870989738665274
109,1.215602805662367,0.44156165291637545
110,1.1494879191796645,0.4725199357070728
111,1.1705669863764225,0.3902450286512418
112,1.1030078832885126,0.32158387697867896
113,1.1626207631921261,0.32530912559072617
114,1.0871509897155485,0.4191445606770606
115,1.2840580357055758,0.44981861899211667
116,1.2198347763085924,0.3785966564900342
117,1.1182308961153702,0.30037590909820344
118,1.1832524268747169,0.44374827181715415
119,1.095031313325134,0.36518342332725995
120,1.1600083475733045,0.4131270666736893
121,0.9788506583198082,0.43766406136032815
122,1.3832310426732048,0.45479706756225236
123,1.3034762319260629,0.3556253483597899
124,1.0614037667998493,0.4169195592109852
125,1.0236310753045788,0.2539075402849251
126,0.8714661246685463,0.2274105912522119
127,1.4431214420437164,0.45564766153121156
128,1.1101985400461993,0.418260857092789
129,0.8918315782992018,0.36171119794284035
130,1.0597013078680733,0.35012739875416554
131,1.0932214585279254,0.32519891475342305
132,1.1876328667940739,0.3748037009343087
133,1.1987447266235667,0.40636496172642933
134,1.113075464441183,0.24944381637986743
135,1.268899638673476,0.4882817098429209
136,1.085008986733356,0.23808530251390964
137,1.1425176366348408,0.35675387184701374
138,1.122336553447203,0.582335081734404
139,1.152839945862439,0.5914913377433293
140,1.2871232733187221,0.30935178682834286
141,1.221428002850822,0.5775037416463068
142,1.38790577241254,0.34187454788888705
143,1.0905823609433443,0.21697361493351439
144,1.1632484415467161,0.3031682812465322
145,1.1562385519166694,0.24193159800828554
146,1.0075226093871,0.43674105508868927
147,1.41281918498995,0.29872347141668204
148,1.0827280318830932,0.2912873746066813
149,1.115811686360427,0.33942429822255815
150,1.1910330995951615,0.5057960639964144
151,0.9109282289636649,0.35984625020752037
152,1.162816221258372,0.35415329863383976
153,1.0011326093566528,0.3818446536200822
154,1.1172561766488192,0.45541628112081856
155,1.2950856076169062,0.34657974150400433
156,1.024121538708355,0.5062256012239136
157,1.195124278815288,0.47906979781155556
158,1.0964164207241494,0.40216809338861675
159,1.1745851036583617,0.34760794878040474
160,1.242898005851883,0.527721499247103
161,0.9282240759560063,0.21460516477420133
162,1.079527357634472,0.3568421797370191
163,1.0580728491867488,0.25998097065990705
164,0.9771096145077883,0.1927536902558185
165,1.2890334156162413,0.33024464570750234
166,1.1294424130522955,0.49660073221539935
167,1.2351117605004425,0.3200013224499233
168,0.9149900064181963,0.4318652125734494
169,1.058353814901613,0.34129340923348894
170,1.0990988219758029,0.602815266356364
171,1.0429928487515254,0.3938894666445747
172,1.0651335923173817,0.3183980472594035
173,1.1346441880152975,0.4016677878742634
174,1.2830649097894067,0.5219464617709945
175,1.0522852614110918,0.3689288802149683
176,1.1548275860821569,0.4088886509063468
177,1.0114491509535728,0.2776337581629695
178,1.1206214445956784,0.38879487970923965
179,1.0555041232149498,0.41086362922768344
180,1.1945320483201183,0.5238672709116552
181,1.2375259607337528,0.4353675773620008
182,1.2323141393099322,0.3309818344113041
183,1.085075197870082,0.3511216700391655
184,1.1464488202452494,0.38454674199319505
185,1.2433541031091897,0.42287546467085635
186,1.1850312626326032,0.4359546460490721
187,1.0504768812015757,0.3864092796628831
188,1.3062144581873898,0.4622957733024736
189,1.179320322631369,0.4237318502531945
190,1.0615546900828337,0.24458144445523017
191,1.2367634609634106,0.43800015218823296
192,1.1651915484720508,0.37981139342269077
193,1.023765991334341,0.3337259819234718
194,1.257803079208977,0.3844419655115921
195,1.317112008940094,0.48264999760654936
196,1.3594855374693575,0.4386784713962078
197,1.3183095627754322,0.26137413636900847
198,0.9658303513198195,0.33935583809913383
199,1.0568915256775189,0.42947207377981134
200,1.0721548670906693,0.4711133448283385
201,1.0361849967982082,0.38231616405057134
202,1.2879135414533713,0.4546717777978508
203,0.9329878954561335,0.3306876026571708
204,1.1421257743804107,0.2503721863743495
205,1.3402047009019553,0.35786379144401453
206,1.2104170409928108,0.35170071297458944
207,1.2709304610320842,0.24394117426647371
208,1.2844478526562513,0.3334570267209712
209,0.9887719053913844,0.2399382167862288
210,1.1914685202837172,0.6282149781302151
211,1.2645173908562133,0.26214704593535126
212,1.1728486463881713,0.3959624421174843
213,1.2722977170728302,0.45520826974526457
214,1.0094503580778504,0.3696936853101371
215,1.1099603249687229,0.3372345386183806
216,1.1706617881842831,0.40193495899467924
217,1.2196806668014253,0.5425720368574725
218,1.2822365182823918,0.5002341528417986
219,1.2765240728780383,0.33922936096050976
220,1.2928947040955017,0.23247640518442111
221,1.286951822720566,0.4103464788913354
222,1.0043543202513365,0.31922899639027524
223,1.1429421341174748,0.33900309182417476
224,1.150422435150563,0.32609078800243324
225,1.285799264235221,0.5025000196869621
226,1.0686258524453538,0.40392931559871315
227,1.2435362229334734,0.2669350067786219
228,1.1695108080894683,0.5151901101510277
229,1.242836122629678,0.5401271187882323
230,1.2627511712212693,0.5128417989240385
231,1.2546542641360776,0.2503367537078434
232,1.061454948340564,0.403070864969767
233,0.9494659329176435,0.40876281351199745
234,1.4216407350552773,0.4592291280947307
235,1.3783076866393091,0.3058277411688672
236,1.0508937854790896,0.3005378734746501
237,1.3222085921136648,0.36089716021576423
238,1.221590187551883,0.4183742530041764
239,0.8242846125209424,0.4806049538029184
240,1.1702599149665207,0.3816267343859246
241,1.0749400761720072,0.5597362286632499
242,1.2673447511615392,0.41174332572395966
243,1.0116806755386432,0.40062920759313914
244,1.2007925630788203,0.32507672811663835
245,1.1915561925716986,0.42699259153266617
246,1.2005488301822926,0.4503636359267369
247,1.3288895691492912,0.464404713053015
248,1.1163336499838161,0.3281424797775423
249,1.0849657489417475,0.28142277812134936
250,1.0688770329257875,0.42386724484163213
251,1.2514010398270428,0.38083832195046224
252,1.261891305839625,0.49503300330047195
253,1.1486808280815612,0.3246673848601181
254,1.0904992411445928,0.5068973980808469
255,1.1775010560347772,0.37016317419462746
256,1.165539184620105,0.39788419989980717
257,1.099671768288992,0.30562428105611517
258,0.9368328325368732,0.3443844413038374
259,1.12489029474008,0.48857990256601413
260,1.1751396084422219,0.5143076885905824
261,1.3646165130551187,0.3932327074618029
262,1.2870788219580611,0.256971024311541
263,1.191832909804841,0.49767201708737985
264,1.1034987287292846,0.2945564265250722
265,1.1924438253983198,0.26499604602738197
266,1.0538131514908884,0.32059798372067416
267,1.1375565192833776,0.44014661976055364
268,1.1672274761559633,0.48520372936996037
269,1.2876787968379886,0.48432151475932406
270,1.4300983172785129,0.3892369288993292
271,1.2822517270149036,0.43549180729324616
