,mu,sigma,omega
0,2.1988456856967025,0.8944761017805981,0.9363310085940538
1,1.9625331547729827,0.789165069518018,0.9999999683533624
2,1.9330578956159994,0.7740294781095806,0.9999999683533624
3,1.9063422342199068,0.803222144737997,0.9999999683533624
4,2.175702283297869,0.7898074845016986,0.9673188726801621
5,2.1248677048318223,0.6969703069143758,0.9999999683533624
6,2.0361523834746302,0.7809088778403582,0.9999999683533624
7,1.8439552748637706,0.95767930391143,0.9999999683533624
8,2.108610225202745,0.8847682234250768,0.9999999683533624
9,2.1808599310399126,0.6897706915561818,0.9999999683533624
10,1.9635205761198866,0.814217646670798,0.9999999683533624
11,1.9243888154046658,0.8657518497514787,0.9256466368047512
12,2.0972616340640466,0.8366761416780883,0.9999999683533624
13,2.3738496395864903,0.9576390196495856,0.9960543452102382
14,2.170525209620131,0.8808973275848809,0.9999999683533624
15,2.020967981893868,0.9623005280765243,0.9762099843477087
16,2.460469477960694,1.1589751026624704,0.9992470195885552
17,1.840597057890428,0.8611875543734254,0.9642765842961287
18,2.2744626518100763,0.7724872498874218,0.9285799693591434
19,2.12232781000225,0.8836008959210006,0.9724595973498122
20,2.336060595309746,0.9056939134721569,0.9044259298151761
21,2.1526822956267386,0.6601765715491998,0.9999999683533624
22,2.0005015122524314,0.8701090506548281,0.9274708241361872
23,2.074756482996181,0.5718201489854342,0.8801815897292494
24,1.9994437311216882,0.7181700269445365,0.9999999683533624
25,2.15443228959968,0.9061946882420354,0.9355592736563535
26,2.32566922859725,0.800579779637333,0.8925143565165151
27,2.4604159405046286,0.8755605764493457,0.9999999683533624
28,2.381943760594605,0.7560737814623685,0.9999999683533624
29,2.153246123698334,0.9054153733718926,0.9999999683533624
30,2.152587176700027,1.0165005837397803,0.9889763560395022
31,1.9058664013346114,0.8356856225229856,0.964254510524563
32,2.328857210527481,0.7609258853765993,0.9294485345341019
33,2.0653718116629745,1.1132470547401745,0.9521521514863673
34,2.2344892445722855,0.9062146044492522,0.9999999683533624
35,2.0075845547684628,0.7575987746555252,0.9628306813858463
36,1.9496165621135204,0.9137038713088141,0.9691636732512061
37,2.0403221082283505,0.7608302277376365,0.9232034594077607
